player,team,gameInfo,game_abbr,salary,minutes,total,spread_home,game_date,points_Minutes,points_P/M,points_Possessions,points_Pts,points_FG2M,points_FG2A,points_2pt FG%,points_FG3M,points_FG3A,points_3pt FG%,points_Non-Heave 3pt FG%,points_FT Pts,points_AST2 Pts,points_UAST2 2s Pts,points_AST3 Pts,points_UAST3 Pts,points_2pt AST%,points_Non Putback 2pt AST%,points_3pt AST%,points_3PAr,points_Shot Quality,points_eFG%,points_TS%,points_PUT,points_FG2AB,points_% of FG2AB,points_FG3AB,points_% of FG3AB,points_Usage,assists_Minutes,assists_Assists,assists_Assist Pts,assists_2pt,assists_3pt,assists_At Rim,assists_SMR,assists_LMR,assists_C3,assists_AB3,rebounds_Minutes,rebounds_Reb,rebounds_DReb,rebounds_FT DReb,rebounds_FT DReb%,rebounds_2Pt DReb,rebounds_2Pt DReb%,rebounds_3Pt DReb,rebounds_3Pt DReb%,rebounds_FG DReb%,rebounds_OReb,rebounds_FT OReb,rebounds_FT OReb%,rebounds_2Pt OReb,rebounds_2Pt OReb%,rebounds_3Pt OReb,rebounds_3Pt OReb%,rebounds_FG OReb%,rebounds_Rim DReb%,rebounds_SMR DReb%,rebounds_LMR DReb%,rebounds_AB3 DReb%,rebounds_C3 DReb%,rebounds_Rim OReb%,rebounds_SMR OReb%,rebounds_LMR OReb%,rebounds_AB3 OReb%,rebounds_C3 OReb%,rebounds_Z-Bounds,rebounds_Z-Bound Pct,turnovers_Minutes,turnovers_TOs,turnovers_Live Ball TOs,turnovers_Dead Ball TOs,turnovers_Live Ball TO%,turnovers_Lost Ball,turnovers_Lost Ball Out of Bounds,turnovers_Bad Pass,turnovers_Bad Pass Out of Bounds,turnovers_Travels,turnovers_3 Second Violation,turnovers_Step Out of Bounds,turnovers_Offensive Goaltending,stocks_Minutes,stocks_Blocks,stocks_2pt Blocks,stocks_3pt Blocks,stocks_Rim Blocks,stocks_SMR Blocks,stocks_LMR Blocks,stocks_C3 Blocks,stocks_AB3 Blocks,stocks_BLK REC,stocks_BLK REC%,stocks_Steals,stocks_Lost Ball Steals,stocks_Bad Pass Steals,stocks_Goaltending Violations
Tyler Herro,Miami Heat,MIA @ CHI,MIA @ CHI,7900.0,30.0,237.5,7.5,2026-01-09,201.0,0.14,435.0,32.41,8.97,15.63,57.35,2.99,7.82,38.24,38.24,5.52,10.11,7.82,6.9,2.07,56.41,57.89,76.92,33.33,0.51,57.35,62.5,0.46,0.92,5.88,0.0,0.0,24.69,201.0,3.68,8.97,2.07,1.61,1.38,0.46,0.23,0.69,0.92,201.0,4.22,7.71,0.45,25.0,3.4,12.3,3.85,18.48,14.95,0.69,0.0,0.0,0.46,1.49,0.23,1.27,1.41,12.82,11.67,13.04,18.84,17.39,0.0,2.78,0.0,1.85,0.0,2.0,4.35,201.0,2.07,1.61,0.46,77.78,0.69,0.0,0.92,0.46,0.0,0.0,0.0,0.0,201.0,0.68,0.68,0.0,0.0,0.68,0.0,0.0,0.0,0.23,33.33,1.36,4.0,2.0,0.0
Patrick Williams,Chicago Bulls,MIA @ CHI,MIA @ CHI,3800.0,7.54,237.5,7.5,2026-01-09,206.0,-22.49,436.0,17.43,2.98,7.8,38.24,3.44,8.49,40.54,40.54,1.15,3.21,2.75,8.26,2.06,53.85,58.33,80.0,52.11,0.53,50.0,50.67,0.46,0.92,11.76,0.0,0.0,17.81,206.0,2.52,5.96,1.61,0.92,0.92,0.46,0.23,0.23,0.69,206.0,4.04,6.73,0.7,25.0,3.02,13.4,3.02,14.29,13.83,1.38,0.0,0.0,0.0,0.0,1.38,5.36,2.76,9.09,19.61,0.0,14.47,13.33,0.0,0.0,0.0,6.25,0.0,0.0,0.0,206.0,2.98,1.83,1.15,61.54,0.92,0.0,0.92,0.0,0.23,0.0,0.69,0.0,206.0,0.7,0.7,0.0,0.46,0.23,0.0,0.0,0.0,0.7,100.0,2.55,6.0,5.0,0.23
Isaac Okoro,Chicago Bulls,MIA @ CHI,MIA @ CHI,3900.0,26.0,237.5,7.5,2026-01-09,193.0,-16.47,396.0,14.39,3.03,4.8,63.16,1.77,6.31,28.0,28.0,3.03,4.04,2.02,4.55,0.76,66.67,72.73,85.71,56.82,0.61,51.14,57.0,0.51,0.25,5.26,0.0,0.0,12.61,193.0,2.27,5.05,1.77,0.51,1.26,0.51,0.0,0.51,0.0,193.0,1.99,2.45,0.25,10.0,0.98,3.64,1.23,5.95,4.64,1.52,0.0,0.0,0.76,3.66,0.76,3.03,3.31,5.88,3.33,0.0,6.35,4.76,5.0,2.78,0.0,2.6,4.55,1.0,4.17,193.0,1.26,0.51,0.76,40.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,193.0,1.72,1.72,0.0,1.23,0.49,0.0,0.0,0.0,0.98,57.14,1.23,0.0,5.0,0.0
Jalen Smith,Chicago Bulls,MIA @ CHI,MIA @ CHI,5200.0,0.0,237.5,7.5,2026-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Jones,Chicago Bulls,MIA @ CHI,MIA @ CHI,6200.0,28.0,237.5,7.5,2026-01-09,268.0,-7.16,561.0,20.68,7.31,12.12,60.29,0.0,2.14,0.0,0.0,6.06,6.77,7.84,0.0,0.0,46.34,46.34,0.0,15.0,0.56,51.25,58.59,0.0,1.07,8.82,0.0,0.0,17.99,268.0,11.23,27.27,6.42,4.81,3.92,2.5,0.0,1.6,3.21,268.0,2.48,4.24,0.0,0.0,1.94,7.38,2.3,10.74,8.89,0.71,0.0,0.0,0.18,0.86,0.53,2.34,1.64,2.27,5.88,25.0,12.24,4.35,1.79,0.0,0.0,2.88,0.0,1.0,3.13,268.0,2.14,1.25,0.89,58.33,0.71,0.53,0.53,0.36,0.0,0.0,0.0,0.0,268.0,0.53,0.53,0.0,0.18,0.35,0.0,0.0,0.0,0.18,33.33,1.59,2.0,7.0,0.0
Josh Giddey,Chicago Bulls,MIA @ CHI,MIA @ CHI,8300.0,0.0,237.5,7.5,2026-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Mitchell,Miami Heat,MIA @ CHI,MIA @ CHI,5300.0,29.0,237.5,7.5,2026-01-09,1009.0,5.53,2174.0,14.4,4.05,7.96,50.87,1.75,4.6,38.0,38.0,1.06,2.85,5.24,4.42,0.83,35.23,35.23,84.21,36.63,0.55,53.11,53.78,0.0,0.64,8.09,0.05,1.0,14.22,1009.0,11.59,28.79,5.98,5.61,3.5,1.89,0.6,1.33,4.28,1009.0,1.91,3.32,0.05,2.5,1.66,7.14,1.62,6.53,6.83,0.51,0.05,1.96,0.37,1.39,0.09,0.46,0.99,7.51,6.43,8.54,6.16,7.69,1.39,1.67,0.0,0.62,0.0,3.0,2.29,1009.0,2.62,1.61,1.01,61.4,0.46,0.05,1.15,0.69,0.14,0.0,0.05,0.0,1009.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.18,100.0,1.94,23.0,19.0,0.0
Ayo Dosunmu,Chicago Bulls,MIA @ CHI,MIA @ CHI,5700.0,28.0,237.5,7.5,2026-01-09,251.0,-21.54,520.0,26.35,5.96,10.38,57.41,3.65,8.65,42.22,42.22,3.46,5.77,6.15,10.38,0.58,48.39,48.39,94.74,45.45,0.6,60.1,63.43,0.0,1.54,14.81,0.0,0.0,20.17,251.0,7.69,18.85,4.23,3.46,1.92,1.92,0.38,0.96,2.5,251.0,2.88,4.42,0.19,10.0,1.35,5.51,2.88,12.4,8.87,1.35,0.0,0.0,0.58,2.46,0.77,2.94,2.71,2.38,6.45,8.7,12.77,11.11,5.17,0.0,0.0,3.77,0.0,3.0,7.32,251.0,1.73,1.15,0.58,66.67,0.77,0.38,0.38,0.0,0.19,0.0,0.0,0.0,251.0,0.38,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.19,50.0,1.15,2.0,4.0,0.0
Dalen Terry,Chicago Bulls,MIA @ CHI,MIA @ CHI,3600.0,6.75,237.5,7.5,2026-01-09,85.0,-8.62,177.0,15.82,3.95,7.34,53.85,2.26,4.52,50.0,50.0,1.13,5.65,2.26,6.78,0.0,71.43,71.43,100.0,38.1,0.62,61.9,63.64,0.0,1.13,15.38,0.0,0.0,13.24,85.0,3.95,9.04,2.82,1.13,1.13,1.13,0.56,0.0,1.13,85.0,2.79,3.31,0.0,0.0,1.1,5.13,2.21,10.0,7.59,2.26,0.0,0.0,1.13,4.55,1.13,4.0,4.26,0.0,8.7,0.0,6.45,22.22,5.56,4.35,0.0,5.41,0.0,0.0,0.0,85.0,2.82,2.26,0.56,80.0,0.56,0.0,1.69,0.56,0.0,0.0,0.0,0.0,85.0,1.1,1.1,0.0,0.0,1.1,0.0,0.0,0.0,0.55,50.0,1.66,1.0,2.0,0.0
Nikola Jovic,Miami Heat,MIA @ CHI,MIA @ CHI,4900.0,26.0,237.5,7.5,2026-01-09,468.0,5.15,1035.0,20.19,4.06,8.6,47.19,2.61,9.18,28.42,28.42,4.25,5.6,2.51,7.25,0.58,69.05,76.32,92.59,51.63,0.56,44.84,50.24,0.77,0.68,7.87,0.0,0.0,21.64,468.0,6.86,15.75,4.83,2.03,2.9,1.55,0.39,0.77,1.26,468.0,4.1,6.94,0.48,20.83,2.79,12.34,3.66,13.87,13.16,1.26,0.0,0.0,0.39,1.74,0.87,3.95,2.84,10.0,16.96,3.03,11.9,20.31,2.17,1.65,0.0,4.32,3.03,1.0,0.98,468.0,4.35,2.71,1.64,62.22,0.87,0.58,1.84,0.1,0.29,0.0,0.0,0.0,468.0,1.06,1.06,0.0,0.39,0.67,0.0,0.0,0.0,0.48,45.45,1.64,4.0,13.0,0.0
Simone Fontecchio,Miami Heat,MIA @ CHI,MIA @ CHI,3700.0,0.99,237.5,7.5,2026-01-09,516.0,-1.04,1108.0,23.65,2.26,5.6,40.32,5.14,13.09,39.31,39.31,3.7,3.43,1.08,14.89,0.54,76.0,90.48,96.49,70.05,0.55,53.38,58.26,0.72,0.81,14.52,0.18,1.38,19.67,516.0,4.33,10.29,2.71,1.62,1.35,0.99,0.36,0.45,1.17,516.0,3.83,6.21,0.18,8.33,3.51,15.29,2.52,9.36,12.09,1.44,0.09,3.45,0.45,1.86,0.9,3.58,2.74,14.71,18.58,7.5,9.87,7.89,4.08,0.67,0.0,3.98,2.56,3.0,2.63,516.0,2.53,1.26,1.26,50.0,0.27,0.27,0.99,0.18,0.27,0.0,0.18,0.0,516.0,0.45,0.45,0.0,0.36,0.09,0.0,0.0,0.0,0.18,40.0,1.17,4.0,9.0,0.09
Dru Smith,Miami Heat,MIA @ CHI,MIA @ CHI,3800.0,1.49,237.5,7.5,2026-01-09,591.0,1.19,1280.0,17.03,3.91,7.81,50.0,1.88,5.78,32.43,32.43,3.59,3.75,4.06,4.92,0.7,48.0,52.17,87.5,42.53,0.55,49.43,54.57,0.63,1.17,15.0,0.23,4.05,15.33,591.0,7.03,16.95,4.14,2.89,2.42,1.41,0.31,1.09,1.8,591.0,3.1,4.23,0.08,3.23,1.69,7.31,2.46,9.33,8.39,1.95,0.16,5.71,0.78,3.07,1.02,4.55,3.76,5.08,6.9,15.79,8.43,12.2,3.97,2.94,0.0,4.39,4.94,4.0,4.94,591.0,2.34,1.56,0.78,66.67,0.78,0.31,0.78,0.23,0.08,0.0,0.08,0.0,591.0,0.69,0.61,0.08,0.08,0.46,0.08,0.08,0.0,0.31,44.44,4.07,29.0,24.0,0.0
Jaime Jaquez Jr.,Miami Heat,MIA @ CHI,MIA @ CHI,5800.0,27.0,237.5,7.5,2026-01-09,920.0,6.41,1979.0,25.62,9.65,16.83,57.36,0.71,2.68,26.42,26.42,4.19,8.69,10.61,2.12,0.0,45.03,48.31,100.0,13.73,0.54,54.92,58.14,1.31,1.26,7.51,0.0,0.0,22.22,920.0,7.12,17.28,4.09,3.03,2.43,1.57,0.1,0.66,2.37,920.0,4.19,6.44,0.7,27.45,2.57,10.97,3.17,11.91,11.47,1.92,0.0,0.0,1.36,5.5,0.56,2.58,4.14,9.64,11.11,13.51,10.7,15.75,7.22,5.36,0.0,2.58,2.59,10.0,6.54,920.0,3.39,2.07,1.31,61.19,0.96,0.25,1.11,0.25,0.3,0.0,0.05,0.0,920.0,0.35,0.35,0.0,0.2,0.15,0.0,0.0,0.0,0.1,28.57,1.26,11.0,14.0,0.05
Julian Phillips,Chicago Bulls,MIA @ CHI,MIA @ CHI,3600.0,6.72,237.5,7.5,2026-01-09,102.0,-16.2,205.0,15.61,2.93,4.39,66.67,2.44,8.78,27.78,27.78,2.44,4.88,0.98,7.32,0.0,83.33,100.0,100.0,66.67,0.58,50.0,53.33,0.98,0.0,0.0,0.0,0.0,14.73,102.0,0.98,1.95,0.98,0.0,0.49,0.49,0.0,0.0,0.0,102.0,2.84,3.21,0.46,33.33,0.92,3.85,1.83,6.78,5.41,2.44,0.49,16.67,0.49,2.56,1.46,5.08,4.08,8.33,0.0,9.09,7.14,5.88,0.0,5.0,0.0,4.88,5.56,0.0,0.0,102.0,1.46,0.98,0.49,66.67,0.49,0.0,0.49,0.49,0.0,0.0,0.0,0.0,102.0,0.92,0.92,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,3.21,2.0,5.0,0.0
Matas Buzelis,Chicago Bulls,MIA @ CHI,MIA @ CHI,6500.0,32.0,237.5,7.5,2026-01-09,250.0,-14.3,510.0,24.71,6.08,10.39,58.49,2.75,8.43,32.56,32.56,4.31,6.67,5.49,7.65,0.59,54.84,56.67,92.86,44.79,0.58,54.17,57.8,0.39,1.37,13.21,0.0,0.0,22.61,250.0,2.75,7.06,1.18,1.57,0.98,0.2,0.0,0.59,0.98,250.0,5.12,8.19,0.57,23.08,4.38,16.31,3.24,14.91,15.69,1.96,0.0,0.0,0.78,3.57,1.18,4.65,4.15,19.51,17.57,7.69,14.77,15.38,5.08,2.27,0.0,1.94,15.38,1.0,2.27,250.0,4.12,2.94,1.18,71.43,1.96,0.78,0.98,0.2,0.2,0.0,0.0,0.0,250.0,2.29,1.9,0.38,1.52,0.38,0.0,0.0,0.38,1.52,66.67,0.95,0.0,5.0,0.19
Kel'el Ware,Miami Heat,MIA @ CHI,MIA @ CHI,6800.0,28.0,237.5,7.5,2026-01-09,864.0,-1.34,1861.0,22.84,6.66,10.96,60.78,2.26,5.21,43.3,43.3,2.74,8.81,4.51,6.77,0.0,66.13,93.18,100.0,32.23,0.6,62.13,64.79,3.87,0.81,7.35,0.05,1.03,16.81,864.0,0.97,2.42,0.48,0.48,0.32,0.11,0.05,0.21,0.27,864.0,9.89,13.24,0.74,43.75,5.59,24.48,6.91,27.2,25.91,6.5,0.0,0.0,4.84,16.92,1.67,7.91,13.1,22.15,26.83,22.73,27.76,25.23,16.42,18.55,10.71,7.51,9.09,14.0,11.76,864.0,1.83,1.02,0.81,55.88,0.32,0.11,0.7,0.21,0.0,0.0,0.0,0.11,864.0,2.29,2.18,0.11,1.12,1.06,0.0,0.0,0.11,1.01,44.19,1.54,6.0,23.0,0.53
Pelle Larsson,Miami Heat,MIA @ CHI,MIA @ CHI,4100.0,1.6,237.5,7.5,2026-01-09,608.0,2.38,1324.0,19.03,4.53,8.53,53.1,2.27,6.57,34.48,34.48,3.17,6.04,3.02,6.57,0.23,66.67,68.97,96.67,43.5,0.57,52.5,56.0,0.3,0.83,9.73,0.15,2.3,16.85,608.0,6.65,15.94,4.0,2.64,2.95,1.06,0.0,0.98,1.66,608.0,2.76,4.39,0.08,3.85,1.51,6.37,2.8,11.28,8.88,1.13,0.0,0.0,0.68,2.6,0.45,2.3,2.47,4.46,7.5,7.14,10.25,14.29,2.48,1.6,8.11,2.16,2.63,5.0,5.26,608.0,1.96,1.44,0.53,73.08,0.15,0.08,1.28,0.3,0.15,0.0,0.0,0.0,608.0,0.45,0.3,0.15,0.23,0.08,0.0,0.08,0.08,0.15,33.33,1.14,3.0,12.0,0.0
Yuki Kawamura,Chicago Bulls,MIA @ CHI,MIA @ CHI,3500.0,4.48,237.5,7.5,2026-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keshad Johnson,Miami Heat,MIA @ CHI,MIA @ CHI,3500.0,0.51,237.5,7.5,2026-01-09,83.0,7.27,175.0,16.0,3.43,8.0,42.86,1.71,6.86,25.0,25.0,4.0,2.29,4.57,5.14,0.0,33.33,50.0,100.0,46.15,0.61,40.38,46.67,2.29,1.14,14.29,0.0,0.0,14.68,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,5.34,5.52,0.55,16.67,2.21,9.52,2.76,13.89,11.54,5.14,1.14,25.0,1.71,6.12,2.29,9.3,7.61,21.05,0.0,0.0,16.13,0.0,10.53,3.57,0.0,7.41,12.5,1.0,6.67,83.0,1.14,1.14,0.0,100.0,0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.0,83.0,2.21,2.21,0.0,2.21,0.0,0.0,0.0,0.0,1.1,50.0,1.66,0.0,3.0,0.0
Jahmir Young,Miami Heat,MIA @ CHI,MIA @ CHI,3500.0,0.38,237.5,7.5,2026-01-09,9.0,-10.32,18.0,11.11,5.56,5.56,100.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,66.67,0.49,33.33,33.33,0.0,0.0,0.0,0.0,0.0,19.05,9.0,5.56,16.67,0.0,5.56,0.0,0.0,0.0,0.0,5.56,9.0,2.56,4.76,0.0,0.0,4.76,20.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.56,5.56,0.0,100.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,1.0,0.0
Noa Essengue,Chicago Bulls,MIA @ CHI,MIA @ CHI,3500.0,0.0,237.5,7.5,2026-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasparas Jakucionis,Miami Heat,MIA @ CHI,MIA @ CHI,3600.0,1.17,237.5,7.5,2026-01-09,154.0,-2.05,336.0,13.99,0.89,5.65,15.79,3.27,6.55,50.0,50.0,2.38,0.6,1.19,9.82,0.0,33.33,33.33,100.0,53.66,0.56,47.56,52.22,0.0,1.79,31.58,0.3,4.55,13.18,154.0,3.57,9.23,1.49,2.08,1.19,0.3,0.0,1.19,0.89,154.0,2.67,3.26,0.0,0.0,0.89,4.55,2.37,11.11,7.97,2.08,0.0,0.0,1.19,4.49,0.89,3.8,4.17,10.0,0.0,0.0,9.62,15.0,6.98,2.44,0.0,3.45,4.76,2.0,10.53,154.0,1.79,1.49,0.3,83.33,0.0,0.0,1.49,0.0,0.3,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3.0,4.0,0.0
Myron Gardner,Miami Heat,MIA @ CHI,MIA @ CHI,3500.0,0.3,237.5,7.5,2026-01-09,35.0,1.45,79.0,20.25,5.06,7.59,66.67,2.53,7.59,33.33,33.33,2.53,5.06,5.06,7.59,0.0,50.0,66.67,100.0,50.0,0.6,58.33,61.54,2.53,1.27,16.67,0.0,0.0,14.74,35.0,3.8,11.39,0.0,3.8,0.0,0.0,0.0,2.53,1.27,35.0,3.75,2.47,0.0,0.0,1.23,9.09,1.23,9.09,9.09,5.06,0.0,0.0,3.8,11.11,1.27,5.26,8.7,0.0,0.0,50.0,0.0,25.0,16.67,7.14,0.0,7.14,0.0,1.0,20.0,35.0,1.27,0.0,1.27,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.0,2.0,0.0
Vladislav Goldin,Miami Heat,MIA @ CHI,MIA @ CHI,3500.0,0.07,237.5,7.5,2026-01-09,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachlan Olbrich,Chicago Bulls,MIA @ CHI,MIA @ CHI,3500.0,3.58,237.5,7.5,2026-01-09,42.0,-16.63,78.0,2.56,1.28,3.85,33.33,0.0,1.28,0.0,0.0,0.0,2.56,0.0,0.0,0.0,100.0,100.0,0.0,25.0,0.55,25.0,20.0,0.0,1.28,33.33,0.0,0.0,7.69,42.0,3.85,11.54,0.0,3.85,0.0,0.0,0.0,1.28,2.56,42.0,7.79,9.21,1.32,50.0,5.26,19.05,2.63,10.0,14.63,6.41,0.0,0.0,3.85,11.11,2.56,11.11,11.11,0.0,27.27,25.0,7.14,16.67,20.0,7.69,0.0,0.0,33.33,0.0,0.0,42.0,2.56,0.0,2.56,0.0,0.0,0.0,0.0,1.28,1.28,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Conley,Minnesota Timberwolves,CLE @ MIN,CLE @ MIN,3700.0,12.43,236.5,-2.5,2026-01-09,272.0,14.39,556.0,14.03,1.62,3.96,40.91,2.88,7.73,37.21,37.21,2.16,2.52,0.72,7.55,1.08,77.78,77.78,87.5,66.15,0.53,50.77,53.57,0.0,0.0,0.0,0.0,0.0,13.28,272.0,9.89,23.74,5.94,3.96,4.32,1.26,0.36,0.72,3.24,272.0,2.16,3.78,0.18,11.11,1.44,5.52,2.16,9.68,7.43,0.54,0.0,0.0,0.18,0.88,0.36,1.56,1.24,7.5,2.5,12.0,9.28,11.11,2.44,0.0,0.0,2.27,0.0,1.0,2.5,272.0,2.34,1.26,1.08,53.85,0.18,0.18,1.08,0.54,0.0,0.0,0.18,0.0,272.0,0.72,0.54,0.18,0.18,0.18,0.18,0.0,0.18,0.36,50.0,1.8,3.0,7.0,0.0
Rudy Gobert,Minnesota Timberwolves,CLE @ MIN,CLE @ MIN,6700.0,31.5,236.5,-2.5,2026-01-09,427.0,12.87,886.0,18.85,7.56,10.95,69.07,0.0,0.0,0.0,0.0,3.72,10.84,4.29,0.0,0.0,71.64,96.0,0.0,0.0,0.65,69.07,66.27,3.84,0.68,6.19,0.0,0.0,14.55,427.0,2.93,7.67,1.13,1.81,0.56,0.34,0.23,0.34,1.47,427.0,8.54,10.64,0.78,31.82,5.15,19.17,4.7,20.69,19.86,6.43,0.11,3.13,3.39,14.02,2.93,12.87,13.46,12.28,21.83,19.51,19.74,23.53,25.0,8.7,7.41,13.79,10.53,8.0,33.33,427.0,2.48,1.13,1.35,45.45,1.02,0.34,0.11,0.45,0.0,0.0,0.0,0.0,427.0,3.14,3.14,0.0,0.78,1.79,0.56,0.0,0.0,1.79,57.14,0.9,1.0,7.0,0.34
Julius Randle,Minnesota Timberwolves,CLE @ MIN,CLE @ MIN,7800.0,33.5,236.5,-2.5,2026-01-09,408.0,6.97,849.0,37.46,9.89,17.31,57.14,2.71,6.6,41.07,41.07,9.54,8.48,11.31,6.01,2.12,42.86,46.75,73.91,27.59,0.55,58.37,64.69,1.65,1.65,9.52,0.0,0.0,28.7,408.0,7.89,20.38,3.3,4.59,2.0,1.18,0.12,1.41,3.18,408.0,5.12,8.0,1.06,42.86,3.18,12.16,3.76,17.49,14.57,2.24,0.47,11.43,1.18,5.75,0.59,2.69,4.17,12.0,10.38,17.07,18.84,13.33,8.33,4.94,0.0,3.01,1.89,4.0,4.88,408.0,3.77,1.88,1.88,50.0,1.06,0.35,0.82,0.59,0.35,0.0,0.0,0.0,408.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.24,100.0,2.24,10.0,9.0,0.0
