FD_ID,PLAYER_FULL,NAME_KEY,PLAYER,TEAM,OPPONENT,POS,FD_GAME,SALARY,SAL,PROJECTION,FD_SD,VALUE,MINUTES,OWN_PCT,Pace Scale,Pace Scale Raw,Proj Poss,Proj PTS,Proj REB,Proj AST,Proj STL,Proj BLK,Proj TOV,Opp Def,Def Mult Mean,Def Mult Raw,WOWY Min Sample,USG
125339-228143,Will Richard,will richard,W. Richard,GSW,GS,SG,MIL@GS,3900.0,$3900,7.08,3.89,1.81,8.91,19.14,1.0,1.0,18.98,3.61,1.3,0.53,0.46,0.04,0.37,,1.0,1.0,544.0,0.19
125339-157904,Jonathan Kuminga,jonathan kuminga,J. Kuminga,GSW,GS,SF/PF,MIL@GS,3700.0,$3700,7.06,3.59,1.91,7.7,19.53,1.0,1.0,16.13,3.76,1.92,0.8,0.08,0.1,0.75,,1.0,1.0,409.0,0.22
125339-158856,Trendon Watford,trendon watford,T. Watford,PHI,WSH,PF/C,WAS@PHI,3900.0,$3900,7.05,3.64,1.81,7.0,18.99,1.03,1.03,15.65,3.04,1.64,1.24,0.16,0.08,0.53,,1.0,1.0,,0.22
125339-188424,Olivier-Maxence Prosper,olivier maxence prosper,O. Prosper,MEM,PHX,PF,PHO@MEM,3500.0,$3500,6.94,3.39,1.98,8.11,19.95,1.02,1.02,18.4,4.01,1.53,0.68,0.13,0.04,0.41,113.7,0.99,0.99,128.0,0.21
125339-203801,KJ Simpson,kj simpson,K. Simpson,CHA,TOR,PG,TOR@CHA,3600.0,$3600,6.91,4.1,1.92,7.53,19.62,1.01,1.01,15.62,3.1,0.99,1.25,0.52,0.0,0.8,111.8,0.98,0.97,104.0,0.22
125339-188418,Kobe Brown,kobe brown,K. Brown,LAC,NY,SF,LAC@NY,3500.0,$3500,6.89,3.72,1.97,9.65,20.0,0.98,0.98,19.14,3.08,1.64,0.83,0.27,0.08,0.45,,1.0,1.0,135.0,0.21
125339-203731,Jared McCain,jared mccain,J. McCain,PHI,WSH,PG/SG,WAS@PHI,4000.0,$4000,6.79,3.8,1.7,8.54,18.62,1.03,1.03,18.92,3.15,1.22,0.85,0.41,0.02,0.38,,1.0,1.0,391.0,0.21
125339-228148,Sion James,sion james,S. James,CHA,TOR,SG/SF,TOR@CHA,3900.0,$3900,6.71,3.76,1.72,10.1,18.87,1.01,1.01,21.08,2.99,1.31,0.79,0.27,0.16,0.32,111.8,0.98,0.97,360.0,0.2
125339-188451,Tristan Vukcevic,tristan vukcevic,T. Vukcevic,WAS,PHI,C,WAS@PHI,4000.0,$4000,6.65,3.81,1.66,6.11,18.33,1.03,1.03,13.84,3.64,1.29,0.49,0.14,0.29,0.57,113.3,0.99,0.98,85.0,0.22
125339-84689,Josh Okogie,josh okogie,J. Okogie,HOU,POR,SG/SF,HOU@POR,3700.0,$3700,6.62,3.95,1.79,9.8,19.22,0.97,0.97,19.14,2.97,1.42,0.45,0.47,0.1,0.43,116.2,1.01,1.02,197.0,0.21
125339-228117,Will Riley,will riley,W. Riley,WAS,PHI,SF,WAS@PHI,3700.0,$3700,6.54,3.68,1.77,8.43,19.05,1.03,1.03,18.48,3.06,1.28,0.88,0.26,0.1,0.45,113.3,0.99,0.98,178.0,0.21
125339-188450,Trayce Jackson-Davis,trayce jackson davis,T. Jackson-Davis,GSW,GS,PF/C,MIL@GS,4000.0,$4000,6.49,3.77,1.62,6.19,18.19,1.0,1.0,13.2,2.35,1.87,0.48,0.16,0.32,0.25,,1.0,1.0,275.0,0.2
125339-203729,Yves Missi,yves missi,Y. Missi,NOP,ATL,C,NO@ATL,4100.0,$4100,6.38,3.97,1.56,6.35,17.89,1.08,1.08,14.51,1.89,1.99,0.44,0.13,0.47,0.36,115.6,1.01,1.01,137.0,0.21
125339-16376,Dorian Finney-Smith,dorian finney smith,D. Finney-Smith,HOU,POR,PF,HOU@POR,3600.0,$3600,6.33,3.79,1.76,12.83,19.37,0.97,0.97,25.42,2.17,2.36,0.55,0.28,0.12,0.7,116.2,1.01,1.02,63.0,0.21
125339-171775,Christian Koloko,christian koloko,C. Koloko,LAL,SA,C,PHO@MEM,3700.0,$3700,6.29,4.46,1.7,7.48,18.74,1.03,1.03,16.85,1.23,1.47,0.31,0.5,0.5,0.2,,1.0,1.0,6.0,0.22
125339-228120,Walter Clayton Jr.,walter clayton,W. Jr.,UTA,,PG,UTA@OKC,4000.0,$4000,6.23,3.61,1.56,7.43,18.03,1.05,1.05,16.35,2.64,1.03,1.22,0.26,0.07,0.46,,1.0,1.0,325.0,0.21
125339-68203,Chris Boucher,chris boucher,C. Boucher,BOS,DEN,C,DEN@BOS,3500.0,$3500,6.19,4.3,1.77,7.07,19.09,1.01,1.01,14.33,1.45,1.39,0.24,0.39,0.54,0.07,115.4,1.0,1.01,73.0,0.21
125339-58576,Kevon Looney,kevon looney,K. Looney,NOP,ATL,C,NO@ATL,3800.0,$3800,6.16,3.65,1.62,6.33,18.31,1.08,1.08,14.4,1.09,2.4,0.8,0.16,0.24,0.22,115.6,1.01,1.01,55.0,0.21
125339-203789,Tyler Kolek,tyler kolek,T. Kolek,NYK,NY,PG,LAC@NY,3900.0,$3900,6.0,3.43,1.54,6.51,17.95,0.98,0.98,13.6,2.58,0.89,1.38,0.19,0.04,0.42,,1.0,1.0,245.0,0.21
125339-174501,Pat Spencer,pat spencer,P. Spencer,GSW,GS,PG,MIL@GS,4100.0,$4100,5.94,3.51,1.45,6.21,17.48,1.0,1.0,12.84,2.45,0.88,1.3,0.28,0.01,0.4,,1.0,1.0,295.0,0.22
125339-203771,Adem Bona,adem bona,A. Bona,PHI,WSH,C,WAS@PHI,4300.0,$4300,5.81,4.01,1.35,6.8,17.03,1.03,1.03,14.81,1.67,1.64,0.14,0.15,0.6,0.27,,1.0,1.0,372.0,0.19
125339-188411,Taylor Hendricks,taylor hendricks,T. Hendricks,UTA,,PF,UTA@OKC,3800.0,$3800,5.63,3.42,1.48,7.32,17.86,1.05,1.05,16.64,2.25,1.65,0.38,0.23,0.13,0.25,,1.0,1.0,231.0,0.2
125339-145305,Zeke Nnaji,zeke nnaji,Z. Nnaji,DEN,BOS,PF/C,DEN@BOS,4400.0,$4400,5.5,3.55,1.25,6.77,16.6,1.01,1.01,14.37,2.53,1.26,0.21,0.23,0.24,0.25,114.2,1.0,0.99,118.0,0.21
125339-160022,A.J. Lawson,a j lawson,A. Lawson,TOR,CHA,SG,TOR@CHA,3500.0,$3500,5.39,3.54,1.54,4.11,18.05,1.01,1.01,8.32,2.51,1.06,0.0,0.17,0.36,0.0,117.7,1.02,1.03,19.0,0.22
125339-171793,Karlo Matkovic,karlo matkovic,K. Matkovic,NOP,ATL,C,NO@ATL,3900.0,$3900,5.36,3.47,1.37,5.06,17.24,1.08,1.08,11.88,2.14,1.44,0.34,0.1,0.31,0.27,115.6,1.01,1.01,58.0,0.22
125339-203809,Cam Christie,cam christie,C. Christie,LAC,NY,SG,LAC@NY,3500.0,$3500,5.29,3.14,1.51,6.76,18.1,0.98,0.98,13.23,2.65,1.21,0.4,0.18,0.07,0.17,,1.0,1.0,94.0,0.22
125339-58081,Tyus Jones,tyus jones,T. Jones,ORL,BKN,PG,ORL@BKN,3700.0,$3700,5.23,3.4,1.41,8.22,17.72,0.97,0.97,16.67,1.66,0.6,1.24,0.34,0.03,0.14,116.0,1.01,1.01,411.0,0.19
125339-157843,Ziaire Williams,ziaire williams,Z. Williams,BKN,ORL,SG/SF,ORL@BKN,4300.0,$4300,5.02,3.45,1.17,6.52,16.33,0.97,0.97,12.97,2.83,0.64,0.2,0.31,0.15,0.28,112.8,0.99,0.98,505.0,0.2
125339-58519,Gary Payton II,gary payton,G. II,GSW,GS,SG,MIL@GS,3900.0,$3900,4.98,3.33,1.28,4.83,16.87,1.0,1.0,9.87,1.89,1.2,0.63,0.19,0.15,0.33,,1.0,1.0,382.0,0.21
125339-9561,DeAndre Jordan,deandre jordan,D. Jordan,NOP,ATL,C,NO@ATL,3500.0,$3500,4.98,2.6,1.42,5.33,17.69,1.08,1.08,10.87,2.24,2.49,0.0,0.0,0.0,0.25,115.6,1.01,1.01,11.0,0.22
125339-84695,Gary Trent Jr.,gary trent,G. Jr.,MIL,GS,SF,MIL@GS,3800.0,$3800,4.94,3.17,1.3,9.26,17.3,1.0,1.0,18.85,2.81,0.47,0.55,0.29,0.02,0.19,,1.0,1.0,798.0,0.19
125339-157831,Tre Mann,tre mann,T. Mann,CHA,TOR,PG/SG,TOR@CHA,3700.0,$3700,4.75,3.08,1.28,5.23,17.05,1.01,1.01,10.82,2.56,0.8,0.75,0.16,0.03,0.47,111.8,0.98,0.97,233.0,0.22
125339-23665,Buddy Hield,buddy hield,B. Hield,GSW,GS,SG/SF,MIL@GS,3800.0,$3800,4.74,3.19,1.25,5.88,16.89,1.0,1.0,12.6,2.46,0.84,0.48,0.28,0.03,0.36,,1.0,1.0,506.0,0.21
125339-171753,Tyrese Martin,tyrese martin,T. Martin,BKN,ORL,SG/SF,ORL@BKN,3700.0,$3700,4.61,2.99,1.24,5.52,16.92,0.97,0.97,10.84,2.34,0.8,0.66,0.17,0.03,0.3,112.8,0.99,0.98,478.0,0.21
125339-101387,Gabe Vincent,gabe vincent,G. Vincent,LAL,SA,PG/SG,LAL@SA,3700.0,$3700,4.5,3.1,1.22,10.21,17.11,1.03,1.03,22.17,2.27,0.42,0.71,0.25,0.04,0.21,,1.0,1.0,32.0,0.22
125339-228116,Asa Newell,asa newell,A. Newell,ATL,NO,PF,NO@ATL,3700.0,$3700,4.48,3.1,1.21,4.72,16.74,1.08,1.08,11.2,2.32,0.9,0.27,0.17,0.13,0.25,,1.0,1.0,183.0,0.21
125339-145325,Josh Green,josh green,J. Green,CHA,TOR,SG/SF,TOR@CHA,3700.0,$3700,4.44,3.05,1.2,6.92,16.84,1.01,1.01,14.32,2.1,0.71,0.46,0.3,0.0,0.11,111.8,0.98,0.97,78.0,0.21
125339-203727,Ja'Kobe Walter,ja kobe walter,J. Walter,TOR,CHA,SG,TOR@CHA,3700.0,$3700,4.43,3.16,1.2,6.06,16.78,1.01,1.01,12.76,2.22,0.73,0.28,0.31,0.05,0.18,117.7,1.02,1.03,429.0,0.2
125339-203813,Bobi Klintman,bobi klintman,B. Klintman,DET,CHI,PF,CHI@DET,3500.0,$3500,4.35,2.99,1.24,5.01,16.99,1.01,1.01,11.35,1.86,1.51,0.4,0.19,0.0,0.49,117.6,1.02,1.03,25.0,0.22
125339-228168,Javon Small,javon small,J. Small,MEM,PHX,PG,PHO@MEM,3600.0,$3600,4.31,2.95,1.2,5.1,16.77,1.02,1.02,11.55,1.57,0.57,1.38,0.1,0.03,0.45,113.7,0.99,0.99,130.0,0.21
125339-171748,Malaki Branham,malaki branham,M. Branham,WAS,PHI,SG,WAS@PHI,3500.0,$3500,4.31,2.72,1.23,5.44,16.98,1.03,1.03,11.93,2.37,1.09,0.43,0.07,0.03,0.33,113.3,0.99,0.98,75.0,0.22
125339-145336,Xavier Tillman,xavier tillman,X. Tillman,BOS,DEN,C,DEN@BOS,3500.0,$3500,4.27,3.21,1.22,4.96,16.9,1.01,1.01,10.12,1.49,1.18,0.24,0.29,0.1,0.19,115.4,1.0,1.01,91.0,0.21
125339-157825,Jericho Sims,jericho sims,J. Sims,MIL,GS,C,MIL@GS,3600.0,$3600,4.26,2.97,1.18,7.25,16.86,1.0,1.0,14.87,1.47,1.9,0.3,0.11,0.09,0.52,,1.0,1.0,346.0,0.19
125339-228164,Noah Penda,noah penda,N. Penda,ORL,BKN,SF,ORL@BKN,3600.0,$3600,4.25,3.05,1.18,4.3,16.67,0.97,0.97,8.88,1.48,1.31,0.41,0.17,0.11,0.27,116.0,1.01,1.01,187.0,0.21
125339-228156,Brooks Barnhizer,brooks barnhizer,B. Barnhizer,OKC,,SF,UTA@OKC,3500.0,$3500,4.24,2.87,1.21,6.35,16.97,1.05,1.05,14.15,1.23,1.59,0.4,0.13,0.08,0.12,,1.0,1.0,28.0,0.22
125339-228163,Jamir Watkins,jamir watkins,J. Watkins,WAS,PHI,SG,WAS@PHI,3500.0,$3500,4.19,2.97,1.2,6.06,16.89,1.03,1.03,13.17,1.66,1.33,0.21,0.15,0.12,0.2,113.3,0.99,0.98,78.0,0.21
125339-171796,Gui Santos,gui santos,G. Santos,GSW,GS,SF,MIL@GS,3800.0,$3800,4.07,2.97,1.07,5.04,16.19,1.0,1.0,10.5,1.81,1.12,0.4,0.16,0.07,0.39,,1.0,1.0,240.0,0.21
125339-228145,Chaz Lanier,chaz lanier,C. Lanier,DET,CHI,SG,CHI@DET,3500.0,$3500,4.07,2.76,1.16,5.84,16.75,1.01,1.01,12.83,2.01,0.6,0.51,0.2,0.0,0.04,117.6,1.02,1.03,52.0,0.22
125339-84719,Aaron Holiday,aaron holiday,A. Holiday,HOU,POR,PG,HOU@POR,3700.0,$3700,4.05,2.93,1.09,6.23,16.41,0.97,0.97,12.58,2.67,0.35,0.38,0.18,0.06,0.34,116.2,1.01,1.02,165.0,0.21
125339-194767,Duop Reath,duop reath,D. Reath,POR,HOU,C,HOU@POR,3600.0,$3600,4.01,2.93,1.11,6.25,16.54,0.97,0.97,13.27,2.2,0.69,0.25,0.16,0.12,0.22,112.9,0.99,0.98,80.0,0.21
125339-9556,Eric Gordon,eric gordon,E. Gordon,PHI,WSH,SG,WAS@PHI,3500.0,$3500,4.0,3.13,1.14,5.61,16.66,1.03,1.03,12.23,2.54,0.15,0.23,0.32,0.07,0.24,,1.0,1.0,47.0,0.22
125339-203772,Justin Edwards,justin edwards,J. Edwards,PHI,WSH,SF/PF,WAS@PHI,3800.0,$3800,3.93,3.06,1.03,5.48,16.08,1.03,1.03,12.1,1.79,0.61,0.44,0.26,0.08,0.26,,1.0,1.0,331.0,0.2
125339-203725,Cody Williams,cody williams,C. Williams,UTA,,SF,UTA@OKC,3700.0,$3700,3.84,2.72,1.04,6.45,16.22,1.05,1.05,14.66,2.2,0.62,0.29,0.12,0.09,0.15,,1.0,1.0,176.0,0.21
125339-171781,Ochai Agbaji,ochai agbaji,O. Agbaji,TOR,CHA,SG,TOR@CHA,3700.0,$3700,3.8,2.8,1.03,5.77,16.13,1.01,1.01,12.07,1.67,0.87,0.29,0.18,0.07,0.11,117.7,1.02,1.03,343.0,0.2
125339-145327,Cole Anthony,cole anthony,C. Anthony,MIL,GS,PG/SG,MIL@GS,3700.0,$3700,3.8,3.01,1.03,3.81,16.0,1.0,1.0,8.11,1.42,0.66,0.92,0.16,0.07,0.49,,1.0,1.0,263.0,0.23
125339-188459,Hunter Tyson,hunter tyson,H. Tyson,DEN,BOS,SF,DEN@BOS,3600.0,$3600,3.74,2.52,1.04,4.17,16.13,1.01,1.01,9.29,1.73,1.09,0.25,0.07,0.07,0.07,114.2,1.0,0.99,41.0,0.22
125339-203715,Baylor Scheierman,baylor scheierman,B. Scheierman,BOS,DEN,SG,DEN@BOS,3600.0,$3600,3.71,2.86,1.03,6.69,16.26,1.01,1.01,13.65,1.51,0.93,0.35,0.22,0.04,0.23,115.4,1.0,1.01,282.0,0.2
125339-171665,Orlando Robinson,orlando robinson,O. Robinson,ORL,BKN,C,ORL@BKN,3500.0,$3500,3.71,2.65,1.06,4.89,16.31,0.97,0.97,9.34,1.35,0.77,0.58,0.19,0.0,0.0,116.0,1.01,1.01,5.0,0.22
125339-24544,Gary Harris,gary harris,G. Harris,MIL,GS,SG,MIL@GS,3600.0,$3600,3.69,3.06,1.02,7.53,16.29,1.0,1.0,15.41,1.27,0.7,0.46,0.29,0.08,0.22,,1.0,1.0,350.0,0.19
125339-228134,Liam McNeeley,liam mcneeley,L. McNeeley,CHA,TOR,SF,TOR@CHA,3600.0,$3600,3.64,2.5,1.01,4.82,16.07,1.01,1.01,10.05,1.88,0.86,0.37,0.08,0.03,0.16,111.8,0.98,0.97,161.0,0.21
125339-145318,Nick Richards,nick richards,N. Richards,PHX,MEM,C,PHO@MEM,3500.0,$3500,3.57,2.87,1.02,3.71,16.1,1.02,1.02,7.8,1.33,1.39,0.11,0.05,0.21,0.36,114.0,1.0,0.99,204.0,0.21
125339-171764,Jabari Walker,jabari walker,J. Walker,PHI,WSH,PF,WAS@PHI,3700.0,$3700,3.52,2.6,0.95,4.38,15.77,1.03,1.03,9.61,1.46,1.21,0.17,0.07,0.11,0.16,,1.0,1.0,335.0,0.2
125339-228107,Drake Powell,drake powell,D. Powell,BKN,ORL,SG/SF,ORL@BKN,3700.0,$3700,3.52,2.76,0.95,5.18,15.82,0.97,0.97,10.17,1.88,0.41,0.5,0.18,0.04,0.27,112.8,0.99,0.98,320.0,0.2
125339-145576,Jae'Sean Tate,jae sean tate,J. Tate,HOU,POR,SF,HOU@POR,3600.0,$3600,3.5,2.62,0.97,4.6,15.92,0.97,0.97,9.21,1.55,0.82,0.34,0.11,0.08,0.11,116.2,1.01,1.02,72.0,0.21
125339-81621,Maxi Kleber,maxi kleber,M. Kleber,LAL,SA,PF,LAL@SA,3500.0,$3500,3.42,2.87,0.98,5.98,16.08,1.03,1.03,12.74,1.22,0.83,0.36,0.12,0.17,0.22,,1.0,1.0,53.0,0.21
125339-80811,Jonathan Isaac,jonathan isaac,J. Isaac,ORL,BKN,PF,ORL@BKN,3600.0,$3600,3.33,2.83,0.92,3.67,15.68,0.97,0.97,7.55,1.15,0.99,0.08,0.15,0.18,0.1,116.0,1.01,1.01,188.0,0.21
125339-228169,Micah Peavy,micah peavy,M. Peavy,NOP,ATL,SG,NO@ATL,3600.0,$3600,3.26,2.64,0.91,4.71,15.68,1.08,1.08,10.74,1.41,0.69,0.32,0.19,0.03,0.12,115.6,1.01,1.01,110.0,0.21
125339-228173,Rasheer Fleming,rasheer fleming,R. Fleming,PHX,MEM,PF,PHO@MEM,3500.0,$3500,3.2,2.71,0.91,3.94,15.73,1.02,1.02,8.47,1.39,0.77,0.08,0.14,0.14,0.09,114.0,1.0,0.99,70.0,0.22
125339-188454,Mouhamed Gueye,mouhamed gueye,M. Gueye,ATL,NO,PF/C,NO@ATL,3800.0,$3800,3.2,2.77,0.84,3.41,15.25,1.08,1.08,7.83,1.15,0.81,0.22,0.15,0.14,0.13,,1.0,1.0,405.0,0.2
125339-228167,Mohamed Diawara,mohamed diawara,M. Diawara,NYK,NY,SF,LAC@NY,3600.0,$3600,3.2,2.76,0.89,3.49,15.54,0.98,0.98,7.61,1.35,0.61,0.32,0.18,0.09,0.18,,1.0,1.0,98.0,0.22
125339-188434,Gradey Dick,gradey dick,G. Dick,TOR,CHA,SF,TOR@CHA,3700.0,$3700,3.19,2.59,0.86,4.17,15.43,1.01,1.01,9.08,1.73,0.53,0.19,0.19,0.03,0.14,117.7,1.02,1.03,449.0,0.2
125339-188421,Jordan Hawkins,jordan hawkins,J. Hawkins,NOP,ATL,SG,NO@ATL,3600.0,$3600,3.16,2.37,0.88,5.19,15.61,1.08,1.08,11.84,1.83,0.67,0.31,0.05,0.05,0.23,115.6,1.01,1.01,79.0,0.22
125339-203788,Kevin McCullar Jr.,kevin mccullar,K. Jr.,NYK,NY,SF,LAC@NY,3700.0,$3700,3.16,2.49,0.85,3.24,15.34,0.98,0.98,6.4,1.18,0.83,0.54,0.13,0.0,0.23,,1.0,1.0,70.0,0.22
125339-204448,Trey Alexander,trey alexander,T. Alexander,NOP,ATL,SG,NO@ATL,3500.0,$3500,3.16,2.59,0.9,3.71,15.66,1.08,1.08,8.04,1.4,0.4,0.5,0.1,0.1,0.1,115.6,1.01,1.01,9.0,0.22
125339-203787,Ariel Hukporti,ariel hukporti,A. Hukporti,NYK,NY,C,LAC@NY,3700.0,$3700,3.15,2.87,0.85,3.84,15.37,0.98,0.98,8.02,0.66,1.1,0.28,0.08,0.24,0.22,,1.0,1.0,142.0,0.21
125339-194322,Javonte Cooke,javonte cooke,J. Cooke,POR,HOU,SG,HOU@POR,3500.0,$3500,3.14,2.86,0.9,5.88,15.78,0.97,0.97,13.04,1.28,0.56,0.92,0.18,0.0,0.74,112.9,0.99,0.98,0.0,0.22
125339-228110,Nolan Traore,nolan traore,N. Traore,BKN,ORL,PG,ORL@BKN,3800.0,$3800,3.09,2.76,0.81,4.61,15.22,0.97,0.97,9.26,1.4,0.3,0.66,0.14,0.09,0.36,112.8,0.99,0.98,146.0,0.22
125339-233093,Chris Youngblood,chris youngblood,C. Youngblood,OKC,,SG,UTA@OKC,3600.0,$3600,3.07,2.25,0.85,4.2,15.46,1.05,1.05,9.19,1.63,0.69,0.23,0.1,0.0,0.04,,1.0,1.0,19.0,0.22
125339-203717,Dalton Knecht,dalton knecht,D. Knecht,LAL,SA,SF,LAL@SA,3600.0,$3600,2.96,2.44,0.82,4.17,15.34,1.03,1.03,8.99,1.68,0.55,0.14,0.09,0.09,0.14,,1.0,1.0,135.0,0.21
125339-180555,Jamal Cain,jamal cain,J. Cain,ORL,BKN,SF,ORL@BKN,3500.0,$3500,2.77,2.38,0.79,3.92,15.28,0.97,0.97,8.17,1.7,0.41,0.13,0.14,0.03,0.14,116.0,1.01,1.01,89.0,0.22
125339-188407,Jett Howard,jett howard,J. Howard,ORL,BKN,SF,ORL@BKN,3500.0,$3500,2.75,2.14,0.79,3.48,15.24,0.97,0.97,7.06,1.57,0.48,0.28,0.05,0.04,0.07,116.0,1.01,1.01,163.0,0.22
125339-179828,Keaton Wallace,keaton wallace,K. Wallace,ATL,NO,PG,NO@ATL,3600.0,$3600,2.59,2.4,0.72,2.78,14.89,1.08,1.08,6.36,1.02,0.33,0.56,0.14,0.03,0.17,,1.0,1.0,318.0,0.21
125339-228183,Lachlan Olbrich,lachlan olbrich,L. Olbrich,CHI,DET,C,CHI@DET,3500.0,$3500,2.57,2.05,0.73,5.18,15.15,1.01,1.01,10.84,0.21,1.43,0.58,0.0,0.0,0.21,110.2,0.97,0.95,26.0,0.22
125339-213508,Elijah Harkless,elijah harkless,E. Harkless,UTA,,SG,UTA@OKC,3500.0,$3500,2.53,2.54,0.72,3.87,15.03,1.05,1.05,8.7,1.09,0.37,0.3,0.25,0.0,0.18,,1.0,1.0,31.0,0.22
125339-171749,Jeremy Sochan,jeremy sochan,J. Sochan,SAS,SA,PF,LAL@SA,3600.0,$3600,2.39,2.21,0.67,2.83,14.7,1.03,1.03,6.13,1.04,0.64,0.23,0.09,0.04,0.16,,1.0,1.0,132.0,0.21
125339-70823,Guerschon Yabusele,guerschon yabusele,G. Yabusele,NYK,NY,PF,LAC@NY,3600.0,$3600,2.27,2.03,0.63,3.38,14.62,0.98,0.98,7.01,1.07,0.73,0.17,0.04,0.04,0.17,,1.0,1.0,147.0,0.21
125339-15993,Pat Connaughton,pat connaughton,P. Connaughton,CHA,TOR,SG,TOR@CHA,3500.0,$3500,2.25,2.07,0.64,2.52,14.67,1.01,1.01,5.33,1.11,0.47,0.18,0.1,0.02,0.06,111.8,0.98,0.97,55.0,0.22
125339-231464,Chris Manon,chris manon,C. Manon,LAL,SA,SG,LAL@SA,3500.0,$3500,2.24,2.98,0.64,2.22,14.64,1.03,1.03,4.64,0.0,0.53,0.0,0.18,0.36,0.0,,1.0,1.0,1.0,0.22
125339-171771,Caleb Houstan,caleb houstan,C. Houstan,ATL,NO,SF,NO@ATL,3500.0,$3500,2.08,2.13,0.59,2.66,14.5,1.08,1.08,6.27,1.38,0.32,0.13,0.06,0.06,0.26,,1.0,1.0,22.0,0.22
125339-188464,Andre Jackson Jr.,andre jackson,A. Jr.,MIL,GS,SG,MIL@GS,3500.0,$3500,2.08,2.47,0.59,2.72,14.5,1.0,1.0,5.25,0.58,0.19,0.42,0.17,0.09,0.15,,1.0,1.0,55.0,0.22
125339-203806,Bronny James,bronny james,B. James,LAL,SA,PG,LAL@SA,3500.0,$3500,2.07,2.4,0.59,2.94,14.51,1.03,1.03,6.36,0.67,0.2,0.54,0.18,0.02,0.26,,1.0,1.0,60.0,0.22
125339-9535,Kyle Lowry,kyle lowry,K. Lowry,PHI,WSH,PG,WAS@PHI,3500.0,$3500,1.99,2.1,0.57,4.09,14.5,1.03,1.03,9.51,0.54,0.3,0.68,0.09,0.0,0.2,,1.0,1.0,39.0,0.22
125339-22541,Kelly Olynyk,kelly olynyk,K. Olynyk,SAS,SA,PF/C,LAL@SA,3800.0,$3800,1.97,2.01,0.52,1.98,14.02,1.03,1.03,4.33,0.8,0.43,0.3,0.1,0.01,0.12,,1.0,1.0,128.0,0.21
125339-228153,Amari Williams,amari williams,A. Williams,BOS,DEN,C,DEN@BOS,3500.0,$3500,1.87,2.31,0.53,2.66,14.3,1.01,1.01,5.72,0.24,0.61,0.08,0.09,0.17,0.0,115.4,1.0,1.01,22.0,0.22
125339-228171,Johni Broome,johni broome,J. Broome,PHI,WSH,PF,WAS@PHI,3500.0,$3500,1.86,1.97,0.53,2.06,14.24,1.03,1.03,4.6,0.51,0.69,0.21,0.11,0.0,0.1,,1.0,1.0,11.0,0.22
,Riley Minix,riley minix,R. Minix,SAS,SA,,,,,1.84,1.89,0.0,0.97,12.41,1.03,1.03,2.39,1.05,0.23,0.12,0.12,0.0,0.0,,1.0,1.0,5.0,0.22
,Drew Peterson,drew peterson,D. Peterson,CHA,TOR,,,,,1.73,2.17,0.0,3.46,12.55,1.01,1.01,7.08,0.31,0.49,0.12,0.16,0.06,0.0,111.8,0.98,0.97,35.0,0.22
125339-194829,Pete Nance,pete nance,P. Nance,MIL,GS,PF,MIL@GS,3500.0,$3500,1.71,1.54,0.49,2.17,14.1,1.0,1.0,4.61,1.16,0.48,0.07,0.0,0.0,0.13,,1.0,1.0,17.0,0.22
125339-111372,Thanasis Antetokounmpo,thanasis antetokounmpo,T. Antetokounmpo,MIL,GS,SF,MIL@GS,3500.0,$3500,1.69,2.24,0.48,1.21,14.03,1.0,1.0,2.66,0.71,0.21,0.0,0.13,0.13,0.04,,1.0,1.0,20.0,0.22
125339-9648,Jeff Green,jeff green,J. Green,HOU,POR,SF,HOU@POR,3500.0,$3500,1.68,1.6,0.48,2.55,14.1,0.97,0.97,4.87,1.2,0.24,0.08,0.0,0.04,0.04,116.2,1.01,1.02,16.0,0.22
