FD_ID,FD_POS,FD_GAME,PLAYER_FULL,PLAYER,NAME_KEY,team,TEAM,OPPONENT,gameInfo,game_abbr,salary,SAL,minutes,WOWY_USG,USG,TEAM_IMPLIED_PTS,TEAM_MODEL_PTS_SUM,TEAM_PTS_SCALE,WOWY_PPM,BASE_PPM,poss_per_min,pace_scale_raw,pace_scale,poss_exp,WOWY_MINS_SAMPLE,BASE_PTS100,WOWY_PTS100,PTS100,BASE_REB100,WOWY_REB100,REB100,BASE_AST100,WOWY_AST100,AST100,BASE_STL100,WOWY_STL100,STL100,BASE_BLK100,WOWY_BLK100,BLK100,BASE_TOV100,WOWY_TOV100,TOV100,PTS,REB,AST,STL,BLK,TOV,OPP_DEF_RTG,DEF_MULT_MEAN,DEF_MULT_RAW,fd_mean,fd_sd,fd_var,value,own_pct
125062-157811,C,BOS@SAC,Neemias Queta,N. Queta,neemias queta,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,5200.0,$5200,24.5,0.14730000000000001,0.1933126582278481,119.5,120.12915040689965,0.9959149189374976,1.9698275862068966,2.0120724346076457,1.9982353238291604,1.006578947368421,1.006578947368421,49.27884941693163,696.0,20.2,19.91,19.9839317434104,15.5,16.09,15.791141589159361,3.1,3.28,3.188822857709636,1.6,1.6,1.6,2.5,2.69,2.5360045842055174,1.7,1.75,1.7211088579793914,10.051398545497593,7.781692884936305,1.580782704123078,0.788461590670906,1.24971388025712,0.856342146412856,119.4,1.0284294927662543,1.0548283074777762,27.018788329976996,7.655418721040541,59.29971443231125,5.195920832687883,27.535708314603106
125062-163978,PG,PHI@DAL,Brandon Williams,B. Williams,brandon williams,Dallas Mavericks,DAL,PHI,PHI @ DAL,PHI @ DAL,5300.0,$5300,26.0,0.24280000000000002,0.22777528830313015,114.0,118.19434479316729,0.9723202582628165,2.130434782608696,2.1739130434782608,2.158624539688991,1.0109649122807018,1.0109649122807018,56.739635378754926,621.0,23.7,24.64,24.419034361716513,5.2,5.369999999999999,5.28845290902994,8.1,8.01,8.053171989337091,2.5,2.57,2.514458744458956,0.5,0.45,0.48967232538646,3.8,3.85,3.822429214101507,13.353410248714722,3.0006488977607457,4.492246081579733,1.426694723355231,0.2778382919749478,2.149246700082953,113.3,0.9912149206902563,0.9830573470454943,26.656910394304802,7.696148989349124,59.02859224494465,5.029605734774491,27.194510588715016
125062-145307,PF/C,MIA@DET,Isaiah Stewart,I. Stewart,isaiah stewart,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,4700.0,$4700,24.5,0.1852,0.21417987508674532,120.5,133.33523614204162,0.92491494011285,2.037344398340249,2.11864406779661,2.10545202334918,1.037280701754386,1.037280701754386,53.50664643110082,241.0,21.0,24.64,22.956501851376597,12.0,11.96,11.988831152360419,2.3,2.24,2.283246728540627,0.4,0.4,0.4,4.0,3.24,3.9353510164682213,2.5,1.83,2.3491620645307183,11.197218080627707,6.4148214959151595,1.1697117724898884,0.21402658572440328,2.105674354204383,1.2310811147320266,112.5,0.986334321073732,0.9736447620707689,26.37759323951506,7.8643556988065955,62.00677926592649,5.612253880747885,28.614064487321087
125062-171787,SF/PF,BOS@SAC,Keegan Murray,K. Murray,keegan murray,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,5900.0,$5900,30.0,0.1814,0.2128246947082768,110.0,105.33859258555391,1.0345162935446943,2.0036496350364965,2.079002079002079,2.0654982124315096,1.006578947368421,1.006578947368421,62.37261049381992,274.0,19.3,18.76,18.99376367633302,8.0,6.03,7.401221658124133,1.9,2.0,1.9303948396891302,1.8,1.75,1.7952569772821594,2.1,2.1,2.1,1.4,1.82,1.5036173249748264,12.178921270422867,4.616335156606005,1.2213931532527953,1.1197486418033264,1.3098248203702183,0.942370297900651,114.2,0.9967055952588462,0.9936465051420605,25.89696327684925,7.84096780670744,61.675339791096455,4.389315809635465,25.585953100299093
125062-145819,SF/PF,PHI@DAL,Naji Marshall,N. Marshall,naji marshall,Dallas Mavericks,DAL,PHI,PHI @ DAL,PHI @ DAL,5600.0,$5600,29.75,0.1704,0.1983305490380103,114.0,118.19434479316729,0.9723202582628165,2.111707841031149,2.1598272138228944,2.140444620330187,1.0109649122807018,1.0109649122807018,64.37645363305577,931.0,21.8,21.97,21.936316116307317,7.7,7.9399999999999995,7.837827761006162,4.2,4.32,4.2689138805030815,1.7,1.7,1.7,0.1,0.15,0.11222862925182951,2.0,2.03,2.015087469391736,13.4912602265393,5.045715554402905,2.6888102206441196,1.0943997117619482,0.07224881147331809,1.2827160166185916,113.3,0.9912149206902563,0.9830573470454943,25.796563775876173,6.9580334887818385,48.879160366922065,4.606529245692174,26.251571424638648
125062-171769,SF/PF,HOU@BKN,Tari Eason,T. Eason,tari eason,Houston Rockets,HOU,BKN,HOU @ BKN,HOU @ BKN,5100.0,$5100,25.5,,0.22,115.0,118.03602388156989,0.9799374923879127,,2.079002079002079,2.079002079002079,0.9583333333333334,0.9583333333333334,50.805613305613306,,24.2,,24.2,10.8,,10.8,3.2,,3.2,2.2,,2.2,1.3,,1.3,3.2,,3.2,12.140905263923084,5.487006237006238,1.6138011876978178,1.117723492723493,0.660472972972973,1.6242350354513615,116.0,1.007686944396026,1.014824821335193,24.85636889151533,7.414244570561662,54.971022552103086,4.873797821865751,26.97102291977622
125062-40201,PG/SG,BOS@SAC,Dennis Schroder,D. Schroder,dennis schroder,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,5500.0,$5500,22.0,0.26030000000000003,0.22782182672934856,110.0,105.33859258555391,1.0345162935446943,2.0519031141868513,2.109704641350211,2.0980533599596773,1.006578947368421,1.006578947368421,46.460839537001796,289.0,21.9,30.35,26.989871459451383,5.9,7.369999999999999,6.393209245261674,10.0,11.47,10.493209245261674,1.4,0.84,1.3394725303758754,0.3,0.33,0.30324254301557807,3.5,4.22,3.6977674682886335,12.929808740950559,2.9703386887057897,4.9536522373756275,0.6223301829801531,0.14088903131839137,1.7275941420358458,114.2,0.9967055952588462,0.9936465051420605,24.486757024320735,6.721718030348162,45.02639693215993,4.452137640785588,25.642693834723584
125062-171792,PF,MIA@DET,Nikola Jovic,N. Jovic,nikola jovic,Miami Heat,MIA,DET,MIA @ DET,MIA @ DET,4600.0,$4600,24.0,0.1931,0.2151040899795501,116.0,119.4441450000943,0.9775088758007231,2.198501872659176,2.262443438914027,2.251092249278834,1.037280701754386,1.037280701754386,56.04034915309939,267.0,19.8,17.38,18.43444351542567,9.0,7.61,8.580885215147106,7.0,7.67,7.202019356727654,1.4,0.51,1.316448722643063,0.7,0.84,0.7131428975617653,4.1,3.07,3.8480852750067895,9.813670611998068,4.808758034995122,3.9508550684442914,0.7377424605906895,0.39964776975414323,2.1227253198278833,110.2,0.9723025971762247,0.9465835802684333,22.799908227865266,6.925106273761338,48.06057325221868,4.956501788666363,27.390151521423572
125062-157838,SG,HOU@BKN,Cam Thomas,C. Thomas,cam thomas,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,5700.0,$5700,22.0,0.37549999999999994,0.23218202764976958,103.5,103.35480347616082,1.0010957718924083,1.9803921568627452,2.0876826722338206,2.0786962178306743,0.9583333333333334,0.9583333333333334,43.82584525926338,102.0,38.7,46.53,41.47345879094315,2.5,2.96,2.5711021113376775,4.9,5.45,4.985013393990702,0.7,1.48,0.7327870645009961,0.2,0.0,0.19159306038435997,3.3,3.47,3.3204998134797017,17.991753607326853,1.1268072327725043,2.177333007811867,0.3211501249681051,0.08396727817153665,1.4490203643609316,112.9,0.9887746208819942,0.9783510545581318,22.37625364342965,5.935732178407239,35.044821307055024,3.9256585339350263,24.203294465937514
,,,Colby Jones,C. Jones,colby jones,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,,,15.38,,0.22,120.5,133.33523614204162,0.92491494011285,,2.2026431718061676,2.2026431718061676,1.037280701754386,1.037280701754386,35.13959734137105,,13.3,,13.3,26.7,,26.7,13.3,,13.3,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.263579463336637,9.382272490146072,4.476594538761579,0.0,0.0,0.0,112.5,0.986334321073732,0.9736447620707689,22.237198259654292,5.572038272062975,31.047610505334543,0.0,13.07221448089052
125062-188427,PG,MIA@DET,Marcus Sasser,M. Sasser,marcus sasser,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,3900.0,$3900,18.0,0.1389,0.21821540342298287,120.5,133.33523614204162,0.92491494011285,2.3333333333333335,2.2222222222222223,2.2246410552215843,1.037280701754386,1.037280701754386,41.53639022841353,27.0,27.4,26.98,27.35052598921938,5.3,1.56,5.140633491216884,12.6,12.7,12.60426113659848,2.1,3.13,2.110886071146374,0.0,0.0,0.0,2.1,1.59,2.0835256539132017,10.363832224797868,2.1352335871243633,5.014706066148493,0.8767858757885847,0.0,0.84776571519636,112.5,0.986334321073732,0.9736447620707689,22.23076354073924,6.4555005620836,41.70622974804705,5.700195779676728,29.0474217745832
125062-228111,SF/PF,HOU@BKN,Danny Wolf,D. Wolf,danny wolf,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,4000.0,$4000,27.5,0.2238,0.22050281995661605,103.5,103.35480347616082,1.0010957718924083,2.0273224043715845,2.070393374741201,2.064678921276576,0.9583333333333334,0.9583333333333334,54.41289240447644,183.0,19.9,23.99,21.857375078766133,10.0,9.56,9.896921689848268,4.7,2.96,4.292372137127241,1.0,1.06,1.0041042019537212,0.5,0.0,0.4657983170523236,3.8,4.04,3.8447917265879012,11.772609943530457,5.385201350452429,2.327702136045809,0.5463621390379051,0.2534543370795429,2.0831251339650767,112.9,0.9887746208819942,0.9783510545581318,22.04272906252935,6.479372267225208,41.972978329166516,5.5106822656323375,28.947199862741584
125062-157826,SG/SF,PHI@DAL,Quentin Grimes,Q. Grimes,quentin grimes,Philadelphia 76ers,PHI,DAL,PHI @ DAL,PHI @ DAL,5500.0,$5500,26.5,0.17989999999999998,0.20577096774193548,116.5,129.66498612499757,0.9208059979461298,2.074242424242424,2.109704641350211,2.097844119390119,1.0109649122807018,1.0109649122807018,56.20244009765217,660.0,21.7,21.11,21.256942706396988,5.6,5.3100000000000005,5.454634307473493,6.3,5.99,6.144609087299251,1.4,1.63,1.444697490748535,0.6,0.44,0.5689060933923233,3.4,2.78,3.133519568471357,10.854410741357286,3.0656375792037744,3.2989985440036826,0.8119552418302294,0.3197391063507136,1.7248447517463235,113.1,0.9899947707861252,0.980704200801813,21.151911945203842,6.631817853288667,44.25766156948173,3.845802171855244,24.321290549921294
125062-84717,PG/SG,BOS@SAC,Anfernee Simons,A. Simons,anfernee simons,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,4500.0,$4500,24.0,0.2266,0.2223872340425532,119.5,120.12915040689965,0.9959149189374976,2.0205882352941176,2.044989775051125,2.0360814391444726,1.006578947368421,1.006578947368421,49.187441082490146,680.0,27.0,27.58,27.449660014056313,4.6,4.8,4.7069753126262315,4.7,4.73,4.716046296893935,1.1,0.96,1.0697185511336187,0.3,0.3,0.3,2.0,1.97,1.986107597158125,13.828910314066569,2.315240708665384,2.337999049699271,0.5261671820873159,0.14756232324747043,0.9872175568197845,119.4,1.0284294927662543,1.0548283074777762,21.148168698198507,6.023361199060164,36.24280131602933,4.6995930440441125,26.893728918031083
125062-85137,SG/SF,MIA@DET,Duncan Robinson,D. Robinson,duncan robinson,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,4200.0,$4200,29.0,0.13140000000000002,0.1996413350449294,120.5,133.33523614204162,0.92491494011285,2.0921787709497206,2.1321961620469083,2.1238963338974624,1.037280701754386,1.037280701754386,63.88922371068309,358.0,18.3,18.42,18.37330876488964,4.5,4.5200000000000005,4.50687111409047,3.1,4.27,3.5019601742924498,1.2,1.24,1.2044635880198369,0.5,0.41,0.48995692695536674,0.9,0.8,0.8718123118996933,10.629317546782515,2.8794049684334153,2.1343300942564483,0.769522436263714,0.3130296771485024,0.5446182952971039,112.5,0.986334321073732,0.9736447620707689,19.989136695226833,6.195496409409782,38.73033791332912,4.759318260768294,27.397556068698634
125062-161553,SG,MIA@DET,Dru Smith,D. Smith,dru smith,Miami Heat,MIA,DET,MIA @ DET,MIA @ DET,4400.0,$4400,18.0,0.15960000000000002,0.20498509705698184,116.0,119.4441450000943,0.9775088758007231,2.158690176322418,2.2522522522522523,2.2306211109785528,1.037280701754386,1.037280701754386,41.64804416419166,397.0,16.4,17.74,17.262166804825032,6.6,6.25,6.468553034118009,7.0,7.58,7.217826400604443,4.0,4.03,4.003784154324931,0.8,0.46,0.7571129176507846,2.4,1.98,2.2694392961454213,6.833010302058938,2.694025824433628,2.943464890514606,1.6674977928321548,0.3153227223159988,0.9305009847056251,110.2,0.9723025971762247,0.9465835802684333,19.498999187890036,7.062555619096171,50.21086494554194,4.431590724520462,26.084796899534442
125062-145314,PF/C,BOS@SAC,Precious Achiuwa,P. Achiuwa,precious achiuwa,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,4300.0,$4300,20.0,0.1661,0.21031052631578948,110.0,105.33859258555391,1.0345162935446943,2.0950570342205324,2.1231422505307855,2.118340369103943,1.006578947368421,1.006578947368421,42.64553637801359,263.0,16.9,17.97,17.491770833955496,12.7,12.25,12.568590006977614,2.6,3.09,2.743090881291043,1.8,2.27,1.8423360315484771,1.0,1.05,1.004503833143455,1.0,0.91,0.9787361197372193,7.691509689092884,5.359942623629019,1.1886223869606491,0.7856740825392576,0.42837604758173303,0.41971478633229975,114.2,0.9967055952588462,0.9936465051420605,19.12881002191935,6.224090287162685,38.90498941877235,4.448560470213803,26.270313329226518
125062-188457,SG/SF,BOS@SAC,Jordan Walsh,J. Walsh,jordan walsh,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,4100.0,$4100,20.0,0.11720000000000001,0.1909799043062201,119.5,120.12915040689965,0.9959149189374976,1.9703389830508475,2.0080321285140563,1.9987876019083872,1.006578947368421,1.006578947368421,40.2387504068399,472.0,17.3,17.85,17.66354233193199,11.6,12.22,11.844222017960501,2.4,2.47,2.4275734536407017,2.6,3.1,2.6674660022553165,1.4,1.39,1.3986506799548937,1.6,1.72,1.6393240863681728,7.279793325292882,4.765966935439102,0.9845298908725666,1.073354986834827,0.5627995561706188,0.666599791663369,119.4,1.0284294927662543,1.0548283074777762,18.71761232148162,6.561554415250337,43.60905595269971,4.565271297922347,26.666391250308
125062-14509,SG/SF,PHI@DAL,Klay Thompson,K. Thompson,klay thompson,Dallas Mavericks,DAL,PHI,PHI @ DAL,PHI @ DAL,4100.0,$4100,23.0,0.2165,0.21877272727272729,114.0,118.19434479316729,0.9723202582628165,2.1635802469135803,2.2222222222222223,2.2017601762785812,1.0109649122807018,1.0109649122807018,51.195752519916226,648.0,22.9,23.75,23.54836908755094,5.2,5.39,5.298295602871885,2.6,2.57,2.5844796416518077,0.9,0.72,0.8631696304713516,0.7,0.65,0.6897693417975976,1.7,1.78,1.735651787704057,11.618342343727923,2.712502304619894,1.3007738626061507,0.4419061878431886,0.35313260518495315,0.8805415772143357,113.3,0.9912149206902563,0.9830573470454943,18.329080705051112,5.78815909525212,33.520884545932155,4.470507489036857,26.567755796485457
125062-228124,SG/SF,BOS@SAC,Nique Clifford,N. Clifford,nique clifford,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,4400.0,$4400,26.0,0.1542,0.2067,110.0,105.33859258555391,1.0345162935446943,2.0427631578947367,2.1367521367521367,2.118998487212287,1.006578947368421,1.006578947368421,55.45642093506893,304.0,14.5,14.49,14.494171398896444,7.5,7.38,7.461868841366283,3.5,3.54,3.5127103862112388,1.5,1.56,1.5060325945647475,0.7,0.78,0.7080434594196632,2.7,3.22,2.8346205070370387,8.265029990484056,4.138085394290837,1.9763413572979747,0.8351917750611664,0.39265556125899237,1.5796500690976194,114.2,0.9967055952588462,0.9936465051420605,18.299136439442876,6.389040872769037,41.05977353638256,4.158894645327926,25.76065224637782
125062-171753,SG/SF,HOU@BKN,Tyrese Martin,T. Martin,tyrese martin,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,3900.0,$3900,22.0,0.2188,0.21977826086956523,103.5,103.35480347616082,1.0010957718924083,1.9705882352941178,2.0533880903490758,2.0381050897996515,0.9583333333333334,0.9583333333333334,42.97004897660932,272.0,19.1,22.39,20.994838427834818,7.6,7.65,7.615581724711471,5.7,5.97,5.784141313441943,1.6,1.98,1.6372414020471566,0.3,0.0,0.2705988931206659,2.6,3.17,2.7444799828809185,8.92999721239571,3.2724191969622276,2.4770397123375925,0.7035234323249884,0.11627647690411283,1.1742664264781013,112.9,0.9887746208819942,0.9783510545581318,17.857593118465974,5.9219997951744405,35.07350344456844,4.578870030375891,26.899669699200597
125062-171780,PG/SG,MIA@DET,Jaden Ivey,J. Ivey,jaden ivey,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,4200.0,$4200,18.0,0.22399999999999998,0.2202411902897416,120.5,133.33523614204162,0.92491494011285,2.0779220779220777,2.1367521367521367,2.133199892953102,1.037280701754386,1.037280701754386,39.82908747500594,77.0,24.8,29.38,26.074500992400424,6.2,5.58,6.129390514213741,5.4,2.5,5.0697298245481415,2.0,2.47,2.014063628084986,0.8,0.62,0.7946139296695799,2.6,3.13,2.646596465677873,9.474194627309949,2.4412803095909075,1.934124876786924,0.8021831642322474,0.3164874771366792,1.0326100096779853,112.5,0.986334321073732,0.9736447620707689,17.628320228428215,6.109701672365458,37.32449340584911,4.197219102006718,25.62368795668818
125062-157843,SG/SF,HOU@BKN,Ziaire Williams,Z. Williams,ziaire williams,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,4000.0,$4000,24.0,0.16670000000000001,0.2089457067371202,103.5,103.35480347616082,1.0010957718924083,2.015923566878981,2.079002079002079,2.06662671760131,0.9583333333333334,0.9583333333333334,47.53241450483013,314.0,18.9,18.64,18.745500264253756,5.4,5.24,5.347516072226649,1.5,2.05,1.680413501720894,1.9,2.14,1.9251687494269993,1.0,0.92,0.9916104168576669,2.3,2.53,2.3616390118935193,8.809666645874533,2.541803505163182,0.795534704145547,0.9150791898950958,0.47133637361386016,1.1174267883108788,112.9,0.9887746208819942,0.9783510545581318,16.094952810504658,6.150497177040462,38.01328309160351,4.0237382026261646,25.569983473698695
125062-228107,SG/SF,HOU@BKN,Drake Powell,D. Powell,drake powell,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,3800.0,$3800,24.0,0.1537,0.21089626168224299,103.5,103.35480347616082,1.0010957718924083,1.9895287958115184,2.0491803278688527,2.041384362879902,0.9583333333333334,0.9583333333333334,46.951840346237745,191.0,16.1,16.05,16.076287566472033,4.7,4.08,4.556673753517272,5.1,5.79,5.259508242053359,2.0,1.53,1.9683661031381183,0.4,0.51,0.40740367798895105,2.9,2.89,2.898159868322221,7.464475281591521,2.1394421858503483,2.4597978202000275,0.9241841101748708,0.19128352445407282,1.3546051198795417,112.9,0.9887746208819942,0.9783510545581318,15.71330041891927,6.006969604648503,36.228657643508065,4.1350790576103345,25.973141964207418
125062-157839,C,HOU@BKN,Day'Ron Sharpe,D. Sharpe,day ron sharpe,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,4800.0,$4800,13.84,0.19010000000000002,0.21435963488843815,103.5,103.35480347616082,1.0010957718924083,2.021505376344086,2.066115702479339,2.057937161225058,0.9583333333333334,0.9583333333333334,27.29510654838169,279.0,21.0,20.39,20.64991345747478,16.6,17.28,16.810703821768822,6.5,4.96,6.022817815405905,2.7,2.59,2.6892999531160657,1.3,1.21,1.291245416185872,4.7,5.32,4.856182881833529,5.579251870858678,4.588499519684673,1.6383728639013264,0.7340472876086089,0.35244681214902834,1.3198377793143234,112.9,0.9887746208819942,0.9783510545581318,15.482655110290864,5.9527405688885064,35.523225726132935,3.2255531479772634,22.365487783149863
125062-158854,SF/PF,BOS@SAC,Sam Hauser,S. Hauser,sam hauser,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,3900.0,$3900,20.0,0.1424,0.1934246575342466,119.5,120.12915040689965,0.9959149189374976,2.0592,2.079002079002079,2.072973031821399,1.006578947368421,1.006578947368421,41.73222024587816,625.0,16.1,16.24,16.201394832562173,7.8,8.2,7.986721930372637,2.8,2.72,2.7626556139254723,1.2,1.19,1.1982636664787236,0.7,0.79,0.7156270016914872,1.3,1.24,1.2762184468935143,6.925014029817987,3.3330363864089607,1.1620111139978526,0.5000620324212359,0.2986470364848656,0.5382107608419343,119.4,1.0284294927662543,1.0548283074777762,14.525590810381889,5.317536635687977,28.6097561097703,3.7245104642004843,24.64798024754699
125062-213259,PF,MIA@DET,Tolu Smith,T. Smith,tolu smith,Detroit Pistons,DET,MIA,MIA @ DET,MIA @ DET,3500.0,$3500,8.51,0.0,0.21908713692946058,120.5,133.33523614204162,0.92491494011285,1.8,2.2026431718061676,2.2009817666572737,1.037280701754386,1.037280701754386,19.428635606583022,5.0,34.7,0.0,33.85828109084424,22.4,22.22,22.3985206552493,4.1,0.0,4.0663038140118735,2.0,0.0,1.996030285341629,2.0,0.0,1.996030285341629,2.0,0.0,1.9876467455189446,6.001131579577028,4.351726959373618,0.7567308957922471,0.38780145073606437,0.38780145073606437,0.37829425936026045,112.5,0.986334321073732,0.9736447620707689,14.306814719569868,5.2594008575202436,27.672411157759544,4.087661348448534,25.324152284100855
125062-203731,PG/SG,PHI@DAL,Jared McCain,J. McCain,jared mccain,Philadelphia 76ers,PHI,DAL,PHI @ DAL,PHI @ DAL,4100.0,$4100,15.0,0.1923,0.2132848484848485,116.5,129.66498612499757,0.9208059979461298,2.1223958333333335,2.150537634408602,2.143929331365491,1.0109649122807018,1.0109649122807018,32.51155992629906,384.0,17.6,19.63,18.915540509156163,6.4,6.53,6.449443270309517,4.5,4.54,4.5152133139413895,2.3,2.59,2.337233668544364,0.0,0.0,0.0,2.3,1.96,2.1928245362703036,5.606058219245903,2.0968146137393404,1.404902202379397,0.7598711247664389,0.0,0.6988216562658349,113.1,0.9899947707861252,0.980704200801813,11.810380777335688,5.0282517565268945,25.358185367459246,2.8805806773989486,21.798305564143877
125062-80816,PG/SG,BOS@SAC,Malik Monk,M. Monk,malik monk,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,4200.0,$4200,12.0,0.2427,0.224648310139165,110.0,105.33859258555391,1.0345162935446943,2.0938511326860842,2.1645021645021645,2.1497074073188123,1.006578947368421,1.006578947368421,25.966202630508807,309.0,24.7,28.9,27.27789698106438,4.3,5.23,4.6220550559983495,4.7,3.71,4.357167198453371,1.7,1.34,1.6593928672300435,0.8,0.59,0.7763125058841921,2.8,2.32,2.6635177178322764,7.303374287154397,1.2001721815342088,1.1495895185276073,0.43088131434116306,0.20157887832386992,0.6954711262681549,114.2,0.9967055952588462,0.9936465051420605,11.669874634513803,4.826654046107105,23.249014770039118,2.7785415796461437,21.25646566362315
125062-15557,C,PHI@DAL,Andre Drummond,A. Drummond,andre drummond,Philadelphia 76ers,PHI,DAL,PHI @ DAL,PHI @ DAL,5000.0,$5000,10.2,0.1423,0.1999980198019802,116.5,129.66498612499757,0.9208059979461298,2.019230769230769,2.066115702479339,2.0551632117513603,1.0109649122807018,1.0109649122807018,21.19251854012554,416.0,16.8,16.43,16.560795332173242,21.4,21.560000000000002,21.46059739165379,2.0,1.9,1.9621266302163813,1.3,1.07,1.270644195165946,2.1,2.26,2.120421429449777,2.1,1.9,2.0372484098819443,3.199372458353684,4.548041081047927,0.3979601783167439,0.26928150663957207,0.449370704564939,0.4232054235026724,113.1,0.9899947707861252,0.980704200801813,10.986713233197172,4.790952277385982,23.15657334561678,2.1973426466394343,18.817537300037916
125062-228108,PG,HOU@BKN,Ben Saraf,B. Saraf,ben saraf,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,3700.0,$3700,14.35,0.2434,0.22153084112149532,103.5,103.35480347616082,1.0010957718924083,2.0476190476190474,2.079002079002079,2.07693094803297,0.9583333333333334,0.9583333333333334,28.562127474928403,84.0,15.4,25.0,18.258191155499656,4.5,5.609999999999999,4.637439123509499,8.1,8.72,8.176767798717018,1.9,2.73,1.9272268659585245,0.7,1.09,0.7127933466552103,5.5,6.98,5.641829418780921,5.16203851581265,1.3245512740289855,2.327557635994259,0.5504569941861414,0.20358894430446947,1.6045425265827538,112.9,0.9887746208819942,0.9783510545581318,10.9004317875279,5.1844098622922115,26.86001047389323,2.9460626452778107,22.205014683936803
